                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2 
                                 "15140"                               "gfortran"                                 "10.2.0"                    "x86_64-linux-21.4.1"                                 "CRMATH"                               "20210726"                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters 
                                       1                                      529                  1.0000000000000001E-005                 -4.9999999999999991E+000                  4.2500000000000000E+000                  3.3926894840410981E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999316023246332E-001                  5.5352073325822728E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999316023246332E-001                  5.5352073325822728E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.2733315979371206E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.2733315979371206E+001                 -3.2733315979371206E+001                 -8.5448041071855343E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  4.2500000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9702017515147876E+000                  4.2436161645252000E+000                  1.7040577400975228E+000                  1.6583410771583991E+000                  1.1363260822460039E-002                  1.0504704511531251E+001                 -3.4404935945001154E+000                  6.0760731118411027E+000                  1.3347803003970224E+000                  5.0001771185628674E-001                  4.0040962905694490E+000                  3.6516135009567656E-048                  9.9849372886227949E-001                  2.4128183525500403E-004                  6.5663693516039491E-004                  2.4128183525500414E-004                  6.5663693516039589E-004                  1.7840612521401870E-049                  4.2435983476646859E+000                                        0                                        2 
                                       5                                      531                  7.4416000000000014E-005                 -4.6832750158095005E+000                  4.2500000000000000E+000                  3.3926894840410981E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999316023246332E-001                  5.3328587916334595E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999316023246332E-001                  5.3328587916334595E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.2733311909091363E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.2733311909091363E+001                 -3.2733311909091363E+001                 -8.4576483908512088E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  4.2500000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9703609003337155E+000                  4.2442562503026986E+000                  1.7040594853484143E+000                  1.6583375866566157E+000                 -4.4106527278994943E-003                  1.0504704913005106E+001                 -3.4404932881969250E+000                  6.0760732092489773E+000                  1.3347803003688088E+000                  5.0001771185628674E-001                  4.0040962905694490E+000                  2.7173974384385525E-047                  9.9849372886227961E-001                  2.4128183525500403E-004                  6.5663693516039491E-004                  2.4128183525500417E-004                  6.5663693516039589E-004                  1.3276333424943451E-048                  4.2435983476646859E+000                                        0                                        2 
                                      10                                      518                  2.5958682111999997E-004                 -4.2873687855713758E+000                  4.2500000000000000E+000                  3.3926894840410981E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999316023246332E-001                  5.3386401919356934E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999316023246332E-001                  5.3386401919356934E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.2733298831067273E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.2733298831067273E+001                 -3.2733298831067273E+001                 -8.4034176190359275E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  4.2500000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9703378554643121E+000                  4.2441617809868344E+000                  1.7040583404292895E+000                  1.6583398764948656E+000                 -2.3263336808530396E-003                  1.0504706176451712E+001                 -3.4404923381209120E+000                  6.0760735236771186E+000                  1.3347803002760870E+000                  5.0001771185628674E-001                  4.0040962905694490E+000                  9.4793040914571031E-047                  9.9849372886227961E-001                  2.4128183525500406E-004                  6.5663693516039491E-004                  2.4128183525500417E-004                  6.5663693516039578E-004                  4.6312855143175122E-048                  4.2435983476646868E+000                                        0                                        2 
                                      15                                      518                  7.2035107872931814E-004                 -3.8914625553332525E+000                  4.2500000000000000E+000                  3.3926894840410981E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999316023246332E-001                  5.3521526299668250E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999316023246332E-001                  5.3521526299668250E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.2733266410949476E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.2733266410949476E+001                 -3.2733266410949476E+001                 -8.3591675987772987E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  4.2500000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9703243616486943E+000                  4.2441042256027011E+000                  1.7040565503684595E+000                  1.6583434566165254E+000                 -1.5405007209330179E-003                  1.0504709310611346E+001                 -3.4404899829191899E+000                  6.0760743045691763E+000                  1.3347803000456255E+000                  5.0001771185628674E-001                  4.0040962905694490E+000                  2.6306039304301399E-046                  9.9849372886227961E-001                  2.4128183525500406E-004                  6.5663693516039491E-004                  2.4128183525500417E-004                  6.5663693516039578E-004                  1.2852298571882900E-047                  4.2435983476646868E+000                                        0                                        2 
                                      20                                      518                  1.8668799962237366E-003                 -3.4955563250951283E+000                  4.2500000000000000E+000                  3.3926894840410981E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999316023246332E-001                  5.3813344160383138E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999316023246332E-001                  5.3813344160383138E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.2733185817752975E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.2733185817752975E+001                 -3.2733185817752975E+001                 -8.3179960205020464E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  4.2500000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9703164415293282E+000                  4.2440664451615602E+000                  1.7040535003866206E+000                  1.6583495565802031E+000                 -1.0874577583994140E-003                  1.0504717103169847E+001                 -3.4404841264545194E+000                  6.0760762457538720E+000                  1.3347802994728128E+000                  5.0001771185628674E-001                  4.0040962905694490E+000                  6.8182202203835572E-046                  9.9849372886227961E-001                  2.4128183525500406E-004                  6.5663693516039491E-004                  2.4128183525500417E-004                  6.5663693516039578E-004                  3.3311711614021389E-047                  4.2435983476646868E+000                                        0                                        2 
                                      25                                      518                  4.7198108322034473E-003                 -3.0996500948570040E+000                  4.2500000000000000E+000                  3.3926894840410981E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999316023246332E-001                  5.4350483363716793E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999316023246332E-001                  5.4350483363716793E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.2732985328368272E+001                 -9.8999999999999986E+001                 -4.8465829301900968E+001                 -3.2732985328368272E+001                 -3.2732985328368272E+001                 -8.2781558094390221E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  4.2500000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9703123618920193E+000                  4.2440383573441398E+000                  1.7040476157525277E+000                  1.6583613258483889E+000                 -8.8802324873358163E-004                  1.0504736489356345E+001                 -3.4404695562744676E+000                  6.0760810746724676E+000                  1.3347802980479750E+000                  5.0001771185628674E-001                  4.0040962905694490E+000                  1.7241978075767702E-045                  9.9849372886227961E-001                  2.4128183525500406E-004                  6.5663693516039491E-004                  2.4128183525500417E-004                  6.5663693516039578E-004                  8.4239243112225123E-047                  4.2435983476646868E+000                                        0                                        2 
                                      30                                      518                  1.1818815689988481E-002                 -2.7037438646188803E+000                  4.2500000000000000E+000                  3.3926894840410981E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999316023246332E-001                  5.5107163237658420E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999316023246332E-001                  5.5107163237658420E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.2732486427676243E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.2732486427676243E+001                 -3.2732486427676243E+001                 -8.2392787143676358E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  4.2500000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9703110753268471E+000                  4.2440073969460910E+000                  1.7040347086838485E+000                  1.6583871399857477E+000                 -8.0801692826623585E-004                  1.0504784729649579E+001                 -3.4404332998411982E+000                  6.0760930907567552E+000                  1.3347802945026972E+000                  5.0001771185628674E-001                  4.0040962905694490E+000                  4.3202103105797889E-045                  9.9849372886227961E-001                  2.4128183525500406E-004                  6.5663693516039491E-004                  2.4128183525500417E-004                  6.5663693516039578E-004                  2.1107454112303143E-046                  4.2435983476646868E+000                                        0                                        2 
                                      35                                      518                  2.9483411457712130E-002                 -2.3078376343807561E+000                  4.2500000000000000E+000                  3.3926894840410981E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999316023246332E-001                  5.5975627253742402E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999316023246332E-001                  5.5975627253742402E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.2731244884686603E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.2731244884686603E+001                 -3.2731244884686603E+001                 -8.2015547523550509E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  4.2500000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9703130181063524E+000                  4.2439544429253218E+000                  1.7040043461144534E+000                  1.6584478651245376E+000                 -7.7519897675645626E-004                  1.0504904774988237E+001                 -3.4403430769748637E+000                  6.0761229930766767E+000                  1.3347802856813618E+000                  5.0001771185628674E-001                  4.0040962905694490E+000                  1.0793862373088922E-044                  9.9849372886227961E-001                  2.4128183525500406E-004                  6.5663693516039491E-004                  2.4128183525500417E-004                  6.5663693516039578E-004                  5.2737169552853160E-046                  4.2435983476646868E+000                                        0                                        2 
                                      40                                      518                  7.3438578398454232E-002                 -1.9119314041426323E+000                  4.2500000000000000E+000                  3.3926894840410981E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999316023246332E-001                  5.7440697810073301E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999316023246332E-001                  5.7440697810073301E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.2728156202266959E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.2728156202266959E+001                 -3.2728156202266959E+001                 -8.1651134562103124E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  4.2500000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9703204091078108E+000                  4.2438362749252052E+000                  1.7039304801114787E+000                  1.6585955971304871E+000                 -7.6335020759420039E-004                  1.0505203425312819E+001                 -3.4401186172835416E+000                  6.0761973832603582E+000                  1.3347802637439672E+000                  5.0001771185628674E-001                  4.0040962905694490E+000                  2.6989038050846026E-044                  9.9849372886227961E-001                  2.4128183525500406E-004                  6.5663693516039491E-004                  2.4128183525500417E-004                  6.5663693516039578E-004                  1.3187114449934120E-045                  4.2435983476646868E+000                                        0                                        2 
                                      45                                      518                  1.8281309940044158E-001                 -1.5160251739045081E+000                  4.2500000000000000E+000                  3.3926894840410981E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999316023246332E-001                  6.1720945450191647E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999316023246332E-001                  6.1720945450191647E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.2720477097246899E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.2720477097246899E+001                 -3.2720477097246899E+001                 -8.1290405202173346E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  4.2500000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9703395397237315E+000                  4.2435478659472601E+000                  1.7037480143906631E+000                  1.6589605285721181E+000                 -7.5935710543115491E-004                  1.0505946006011287E+001                 -3.4395604819694428E+000                  6.0763823361783098E+000                  1.3347802092535352E+000                  5.0001771185628674E-001                  4.0040962905694490E+000                  6.7829330663490266E-044                  9.9849372886227961E-001                  2.4128183525500406E-004                  6.5663693516039491E-004                  2.4128183525500417E-004                  6.5663693516039578E-004                  3.3146383073579780E-045                  4.2435983476646868E+000                                        0                                        2 
                                      50                                      518                  4.5497190750010669E-001                 -1.1201189436663841E+000                  4.2500000000000000E+000                  3.3926894840410981E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999316023246332E-001                  7.1680333271484167E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999316023246332E-001                  7.1680333271484167E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.2701411723802053E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.2701411723802053E+001                 -3.2701411723802053E+001                 -8.0893658468165142E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  4.2500000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9703869816613193E+000                  4.2428327402618367E+000                  1.7032955676727763E+000                  1.6598654220078917E+000                 -7.5592006270630986E-004                  1.0507790250991404E+001                 -3.4381741494830051E+000                  6.0768415821233814E+000                  1.3347800742695652E+000                  5.0001771185628674E-001                  4.0040962905694490E+000                  1.7288314565065700E-043                  9.9849372886227961E-001                  2.4128183525500406E-004                  6.5663693516039491E-004                  2.4128183525500417E-004                  6.5663693516039578E-004                  8.4511025727640366E-045                  4.2435983476646868E+000                                        0                                        2 
