                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2 
                                 "15140"                               "gfortran"                                 "10.2.0"                    "x86_64-linux-21.4.1"                                 "CRMATH"                               "20210726"                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters 
                                       1                                      567                  1.0000000000000001E-005                 -4.9999999999999991E+000                  2.7500000000000000E+000                  3.3737838604190934E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999828433382831E-001                  6.8150771093990854E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999828433382831E-001                  6.8150771093990854E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.8501905881248181E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.8501905881248181E+001                 -2.8501905881248181E+001                 -7.6368489928837150E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.7500000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9845222449497433E+000                  3.7783917397780873E+000                  1.4428045408540540E+000                  1.9917912394252877E+000                  3.9736843639288314E-003                  1.1145735895597488E+001                 -2.8729381345990541E+000                  6.1812160080395824E+000                  1.3347648732251194E+000                  5.0001771185628674E-001                  4.0040962905694490E+000                  9.1185920229566708E-044                  9.9849372886227949E-001                  2.4128183525500406E-004                  6.5663693516039491E-004                  2.4128183525500447E-004                  6.5663693516039546E-004                  3.0183605639997798E-045                  2.7458577543712677E+000                                        0                                        2 
                                       5                                      567                  7.4416000000000014E-005                 -4.6832750158095005E+000                  2.7500000000000000E+000                  3.3737838604190934E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999828433382831E-001                  6.6988664847329408E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999828433382831E-001                  6.6988664847329408E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.8501904091074920E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.8501904091074920E+001                 -2.8501904091074920E+001                 -7.5496959179743683E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.7500000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9845216091207485E+000                  3.7783890748835454E+000                  1.4428044800647728E+000                  1.9917913610038498E+000                 -8.8023926815048177E-005                  1.1145736082097667E+001                 -2.8729379951894458E+000                  6.1812160549885879E+000                  1.3347648732152522E+000                  5.0001771185628674E-001                  4.0040962905694490E+000                  6.7857066224929845E-043                  9.9849372886227949E-001                  2.4128183525500406E-004                  6.5663693516039491E-004                  2.4128183525500447E-004                  6.5663693516039546E-004                  2.2461482443094488E-044                  2.7458577543712677E+000                                        0                                        3 
                                      10                                      550                  2.5958682111999997E-004                 -4.2873687855713758E+000                  2.7500000000000000E+000                  3.3737838604190934E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999828433382887E-001                  6.7021115248158724E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999828433382887E-001                  6.7021115248158724E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.8501898945548135E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.8501898945548135E+001                 -2.8501898945548135E+001                 -7.4954730231032812E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.7500000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9845204162409775E+000                  3.7783839972568383E+000                  1.4428043270109605E+000                  1.9917916671114748E+000                 -2.3328026830723848E-004                  1.1145736618171707E+001                 -2.8729375931394210E+000                  6.1812161890042585E+000                  1.3347648731872415E+000                  5.0001771185628674E-001                  4.0040962905694490E+000                  2.3670867476203358E-042                  9.9849372886227949E-001                  2.4128183525500409E-004                  6.5663693516039491E-004                  2.4128183525500444E-004                  6.5663693516039546E-004                  7.8353344339450388E-044                  2.7458577543712686E+000                                        0                                        2 
                                      15                                      567                  7.2035107872931814E-004                 -3.8914625553332525E+000                  2.7500000000000000E+000                  3.3737838604190934E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999828433382831E-001                  6.7096398855728207E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999828433382831E-001                  6.7096398855728207E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.8501886145100148E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.8501886145100148E+001                 -2.8501886145100148E+001                 -7.4512424084260175E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.7500000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9845210957206718E+000                  3.7783860641736688E+000                  1.4428040015099881E+000                  1.9917923181134194E+000                 -1.6060191945007943E-004                  1.1145737951833846E+001                 -2.8729365913399594E+000                  6.1812165213147017E+000                  1.3347648731179702E+000                  5.0001771185628674E-001                  4.0040962905694490E+000                  6.5687484431546699E-042                  9.9849372886227938E-001                  2.4128183525500406E-004                  6.5663693516039491E-004                  2.4128183525500449E-004                  6.5663693516039546E-004                  2.1743331404306325E-043                  2.7458577543712690E+000                                        0                                        3 
                                      20                                      567                  1.8668799962237366E-003                 -3.4955563250951283E+000                  2.7500000000000000E+000                  3.3737838604190934E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999828433382898E-001                  6.7257059366302571E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999828433382898E-001                  6.7257059366302571E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.8501854292332879E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.8501854292332879E+001                 -2.8501854292332879E+001                 -7.4101179736926596E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.7500000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9845213501618013E+000                  3.7783854468346627E+000                  1.4428031839582258E+000                  1.9917939532169440E+000                 -1.6661983846991797E-004                  1.1145741270503651E+001                 -2.8729340969219237E+000                  6.1812173471447451E+000                  1.3347648729460067E+000                  5.0001771185628674E-001                  4.0040962905694490E+000                  1.7024404423117644E-041                  9.9849372886227949E-001                  2.4128183525500406E-004                  6.5663693516039491E-004                  2.4128183525500452E-004                  6.5663693516039546E-004                  5.6352817722168605E-043                  2.7458577543712686E+000                                        0                                        2 
                                      25                                      550                  4.7198108322034473E-003                 -3.0996500948570040E+000                  2.7500000000000000E+000                  3.3737838604190934E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999828433382887E-001                  6.7551038577800242E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999828433382887E-001                  6.7551038577800242E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.8501775032290659E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.8501775032290659E+001                 -2.8501775032290659E+001                 -7.3703886656209718E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.7500000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9845208805532590E+000                  3.7783794288609216E+000                  1.4428011141884391E+000                  1.9917980927565173E+000                 -1.7920821131758584E-004                  1.1145749528418500E+001                 -2.8729278884856688E+000                  6.1812194010064516E+000                  1.3347648725185113E+000                  5.0001771185628674E-001                  4.0040962905694490E+000                  4.3044993942453858E-041                  9.9849372886227961E-001                  2.4128183525500409E-004                  6.5663693516039491E-004                  2.4128183525500447E-004                  6.5663693516039535E-004                  1.4248430320008866E-042                  2.7458577543712677E+000                                        0                                        2 
                                      30                                      567                  1.1818815689988481E-002                 -2.7037438646188803E+000                  2.7500000000000000E+000                  3.3737838604190934E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999828433382865E-001                  6.7974869378750694E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999828433382865E-001                  6.7974869378750694E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.8501577815931586E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.8501577815931586E+001                 -2.8501577815931586E+001                 -7.3317550390725444E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.7500000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9845220096028764E+000                  3.7783736743877050E+000                  1.4427959788525964E+000                  1.9918083634282027E+000                 -1.7844308948238819E-004                  1.1145770076050075E+001                 -2.8729124393836805E+000                  6.1812245107576294E+000                  1.3347648714550873E+000                  5.0001771185628674E-001                  4.0040962905694490E+000                  1.0781466266552502E-040                  9.9849372886227949E-001                  2.4128183525500406E-004                  6.5663693516039491E-004                  2.4128183525500449E-004                  6.5663693516039546E-004                  3.5688137225066862E-042                  2.7458577543712686E+000                                        0                                        3 
                                      35                                      567                  2.9483411457712130E-002                 -2.3078376343807561E+000                  2.7500000000000000E+000                  3.3737838604190934E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999828433382887E-001                  6.8482886068801036E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999828433382887E-001                  6.8482886068801036E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.8501087111562498E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.8501087111562498E+001                 -2.8501087111562498E+001                 -7.2945022707294797E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.7500000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9845233912049673E+000                  3.7783535959378294E+000                  1.4427831764234778E+000                  1.9918339682864399E+000                 -1.7890085555517348E-004                  1.1145821202102821E+001                 -2.8728739985772371E+000                  6.1812372241569928E+000                  1.3347648688093450E+000                  5.0001771185628674E-001                  4.0040962905694490E+000                  2.6911932911791750E-040                  9.9849372886227949E-001                  2.4128183525500409E-004                  6.5663693516039491E-004                  2.4128183525500447E-004                  6.5663693516039535E-004                  8.9083064215058406E-042                  2.7458577543712690E+000                                        0                                        3 
                                      40                                      567                  7.3438578398454232E-002                 -1.9119314041426323E+000                  2.7500000000000000E+000                  3.3737838604190934E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999828433382876E-001                  6.9275761149851650E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999828433382876E-001                  6.9275761149851650E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.8499866279330259E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.8499866279330259E+001                 -2.8499866279330259E+001                 -7.2588183129326580E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.7500000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9845267006684497E+000                  3.7783030968733748E+000                  1.4427513079642857E+000                  1.9918977052048243E+000                 -1.7880386035330531E-004                  1.1145948402055049E+001                 -2.8727783597193466E+000                  6.1812688551112265E+000                  1.3347648622268795E+000                  5.0001771185628674E-001                  4.0040962905694490E+000                  6.7134647793976724E-040                  9.9849372886227938E-001                  2.4128183525500406E-004                  6.5663693516039491E-004                  2.4128183525500449E-004                  6.5663693516039535E-004                  2.2223243314770815E-041                  2.7458577543712694E+000                                        0                                        2 
