                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2 
                                 "15140"                               "gfortran"                                 "10.2.0"                    "x86_64-linux-21.4.1"                                 "CRMATH"                               "20210727"                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                 tri_alfa                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters 
                                       1                                      508                  1.0000000000000001E-005                 -4.9999999999999991E+000                  9.0000000000000000E+000                  3.4252748419799993E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9996638522843284E-001                  7.1154861583064763E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9996638522843284E-001                  7.1154861583064763E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.2683865276964610E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.2683865276964610E+001                 -4.2683865276964610E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  9.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8245190756623009E+000                  4.6172014651828066E+000                  2.1822157421312989E+000                  1.0278786524798602E+000                  2.1863700136869707E-001                  9.3402587257511076E+000                 -4.4612354119940170E+000                  5.8549154029331252E+000                  1.3475477481970217E+000                  5.0001724006039527E-001                  4.0863632186811278E+000                  2.2944429302826523E-058                  9.7189655963762833E-001                  4.8256367051005989E-003                  1.3132738703209306E-002                  4.8256367051005980E-003                  1.3132738703209306E-002                  2.0181309137640721E-059                  8.7470690367386563E+000                                        0                                        2 
                                       5                                      508                  7.4416000000000014E-005                 -4.6832750158095005E+000                  9.0000000000000000E+000                  3.4252748419799993E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9996638522843284E-001                  6.9692474776272533E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9996638522843284E-001                  6.9692474776272533E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.2683855136622704E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.2683855136622704E+001                 -4.2683855136622704E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  9.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8245855985149322E+000                  4.6174664138090709E+000                  2.1822151707391688E+000                  1.0278797952641197E+000                 -4.1498872622982817E-003                  9.3402595624361187E+000                 -4.4612347833961694E+000                  5.8549156114259864E+000                  1.3475477457735401E+000                  5.0001724006039527E-001                  4.0863632186811278E+000                  1.7074544844836750E-057                  9.7189655963762833E-001                  4.8256367051005989E-003                  1.3132738703209306E-002                  4.8256367051005980E-003                  1.3132738703209306E-002                  1.5018317226452626E-058                  8.7470690367386563E+000                                        0                                        2 
                                      10                                      510                  2.5958682111999997E-004                 -4.2873687855713758E+000                  9.0000000000000000E+000                  3.4252748419799993E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9996638522843284E-001                  6.9724451400551809E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9996638522843284E-001                  6.9724451400551809E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.2683826754116581E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.2683826754116581E+001                 -4.2683826754116581E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  9.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8245818105719600E+000                  4.6174502108920334E+000                  2.1822146451665927E+000                  1.0278808464092724E+000                 -4.8580200384814544E-003                  9.3402619102040685E+000                 -4.4612330154427466E+000                  5.8549161949761137E+000                  1.3475477389996533E+000                  5.0001724006039527E-001                  4.0863632186811278E+000                  5.9563579427285181E-057                  9.7189655963762833E-001                  4.8256367051005989E-003                  1.3132738703209306E-002                  4.8256367051005980E-003                  1.3132738703209306E-002                  5.2390566404371292E-058                  8.7470690367386563E+000                                        0                                        2 
                                      15                                      508                  7.2035107872931814E-004                 -3.8914625553332525E+000                  9.0000000000000000E+000                  3.4252748419799993E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9996638522843284E-001                  6.9800628326328702E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9996638522843284E-001                  6.9800628326328702E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.2683756098662670E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.2683756098662670E+001                 -4.2683756098662670E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  9.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8245776190859964E+000                  4.6174306608060034E+000                  2.1822132530955054E+000                  1.0278836305514467E+000                 -5.0243625586916781E-003                  9.3402677544978339E+000                 -4.4612286146483564E+000                  5.8549176476675173E+000                  1.3475477221363898E+000                  5.0001724006039527E-001                  4.0863632186811278E+000                  1.6530290193892567E-056                  9.7189655963762833E-001                  4.8256367051005989E-003                  1.3132738703209306E-002                  4.8256367051005980E-003                  1.3132738703209306E-002                  1.4539624762557963E-057                  8.7470690367386563E+000                                        0                                        2 
                                      20                                      510                  1.8668799962237366E-003                 -3.4955563250951283E+000                  9.0000000000000000E+000                  3.4252748419799993E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9996638522843284E-001                  6.9971627672126670E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9996638522843284E-001                  6.9971627672126670E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.2683580251153167E+001                 -9.8999999999999986E+001                 -5.8399819158812349E+001                 -4.2683580251153167E+001                 -4.2683580251153167E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  9.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8245747822614011E+000                  4.6174123361470301E+000                  2.1822097644152101E+000                  1.0278906079120373E+000                 -5.0136343854920353E-003                  9.3402822995225598E+000                 -4.4612176623334152E+000                  5.8549212631325220E+000                  1.3475476801669011E+000                  5.0001724006039527E-001                  4.0863632186811278E+000                  4.2849675259919069E-056                  9.7189655963762833E-001                  4.8256367051005989E-003                  1.3132738703209306E-002                  4.8256367051005980E-003                  1.3132738703209306E-002                  3.7689579281642348E-057                  8.7470690367386563E+000                                        0                                        2 
                                      25                                      508                  4.7198108322034473E-003                 -3.0996500948570040E+000                  9.0000000000000000E+000                  3.4252748419799993E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9996638522843284E-001                  7.0308388851315351E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9996638522843284E-001                  7.0308388851315351E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.2683142676494789E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.2683142676494789E+001                 -4.2683142676494789E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  9.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8245747417461007E+000                  4.6173949561799166E+000                  2.1822011554622547E+000                  1.0279078258179486E+000                 -4.9695471869737823E-003                  9.3403184929314769E+000                 -4.4611904090021630E+000                  5.8549302597797794E+000                  1.3475475757326305E+000                  5.0001724006039527E-001                  4.0863632186811278E+000                  1.0839065154253114E-055                  9.7189655963762833E-001                  4.8256367051005989E-003                  1.3132738703209306E-002                  4.8256367051005980E-003                  1.3132738703209306E-002                  9.5338465166457957E-057                  8.7470690367386563E+000                                        0                                        2 
                                      30                                      510                  1.1818815689988481E-002                 -2.7037438646188803E+000                  9.0000000000000000E+000                  3.4252748419799993E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9996638522843284E-001                  7.0825085440597724E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9996638522843284E-001                  7.0825085440597724E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.2682053948939156E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.2682053948939156E+001                 -4.2682053948939156E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  9.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8245779146346357E+000                  4.6173650359644860E+000                  2.1821798495774694E+000                  1.0279504375875190E+000                 -4.9506798080261438E-003                  9.3404085464642215E+000                 -4.4611225991192391E+000                  5.8549526443946727E+000                  1.3475473159016662E+000                  5.0001724006039527E-001                  4.0863632186811278E+000                  2.7178710387925621E-055                  9.7189655963762833E-001                  4.8256367051005989E-003                  1.3132738703209306E-002                  4.8256367051005980E-003                  1.3132738703209306E-002                  2.3906257226988162E-056                  8.7470690367386563E+000                                        0                                        2 
                                      35                                      508                  2.9483411457712130E-002                 -2.3078376343807561E+000                  9.0000000000000000E+000                  3.4252748419799993E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9996638522843284E-001                  7.1443266135187969E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9996638522843284E-001                  7.1443266135187969E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.2679345494256090E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.2679345494256090E+001                 -4.2679345494256090E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  9.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8245868251941970E+000                  4.6172948509287703E+000                  2.1821269359404889E+000                  1.0280562648614799E+000                 -4.9430463212154991E-003                  9.3406325811451314E+000                 -4.4609538998259799E+000                  5.8550083319072623E+000                  1.3475466695833325E+000                  5.0001724006039527E-001                  4.0863632186811278E+000                  6.8029261811141303E-055                  9.7189655963762833E-001                  4.8256367051005989E-003                  1.3132738703209306E-002                  4.8256367051005980E-003                  1.3132738703209306E-002                  5.9840401094066569E-056                  8.7470690367386563E+000                                        0                                        2 
                                      40                                      510                  7.3438578398454232E-002                 -1.9119314041426323E+000                  9.0000000000000000E+000                  3.4252748419799993E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9996638522843284E-001                  7.2516064080734109E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9996638522843284E-001                  7.2516064080734109E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.2672610041278531E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -4.2672610041278531E+001                 -4.2672610041278531E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  9.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8246093575791744E+000                  4.6171219787435094E+000                  2.1819954350779023E+000                  1.0283192665866532E+000                 -4.9350089513450464E-003                  9.3411897575776859E+000                 -4.4605343291190458E+000                  5.8551468222704033E+000                  1.3475450627248071E+000                  5.0001724006039527E-001                  4.0863632186811278E+000                  1.7087888691330809E-054                  9.7189655963762833E-001                  4.8256367051005989E-003                  1.3132738703209306E-002                  4.8256367051005980E-003                  1.3132738703209306E-002                  1.5032359863780449E-055                  8.7470690367386563E+000                                        0                                        2 
